Executed on: 2023-09-26 01:12:58.547256
PFP client version: 1.11.0
Model version: v3.0.0
Calculation mode: CRYSTAL_PLUS_D3
Method type: PFVM
****************************************
Examining NCM523 ...
  Importing initial (known) stable/unstable structures ...
    Supercell size: 5 × 4 × 1
    Number of atoms (perfect): 240
    Cell parameters (a, b, c): 2.880780, 2.890300, 14.150000
    Structural parameter range (min, max): 0.000000, 0.500000
    Number of discrete structural parameters: 60
    Structural parameter spacing: 0.008475
  Importing energies and 1-D DOS from previous WL simlation ...
    Energy range (min, max): -1083.319505, -1068.137526
    Number of energy states: 60
    Energy spacing (eV): 0.257322
  Performing multicanonical Monte Carlo (MCMC) sampling ...
    Number of NNP-neighbors: 11400
    Maximum number of Monte Carlo steps: 10000000
    Trial move style: swap
    -- MCMC Step: 03310000 	Time(s): 1271596.858484
    -- MCMC Step: 03320000 	Time(s): 1274880.883033
    -- MCMC Step: 03330000 	Time(s): 1278200.451157
    -- MCMC Step: 03340000 	Time(s): 1281538.840080
    -- MCMC Step: 03350000 	Time(s): 1284865.723908
    -- MCMC Step: 03360000 	Time(s): 1288262.109703
    -- MCMC Step: 03370000 	Time(s): 1291613.193251
    -- MCMC Step: 03380000 	Time(s): 1294905.731712
    -- MCMC Step: 03390000 	Time(s): 1298022.825921
    -- MCMC Step: 03400000 	Time(s): 1301060.130332
    -- MCMC Step: 03410000 	Time(s): 1304152.749584
    -- MCMC Step: 03420000 	Time(s): 1307408.162519
    -- MCMC Step: 03430000 	Time(s): 1310959.941935
    -- MCMC Step: 03440000 	Time(s): 1314746.725159
    -- MCMC Step: 03450000 	Time(s): 1318529.317229
    -- MCMC Step: 03460000 	Time(s): 1322455.370704
    -- MCMC Step: 03470000 	Time(s): 1326339.588982
    -- MCMC Step: 03480000 	Time(s): 1330221.532107
    -- MCMC Step: 03490000 	Time(s): 1334174.830466
    -- MCMC Step: 03500000 	Time(s): 1338086.984607
    -- MCMC Step: 03510000 	Time(s): 1341783.842895
    -- MCMC Step: 03520000 	Time(s): 1345710.880434
    -- MCMC Step: 03530000 	Time(s): 1349661.537968
    -- MCMC Step: 03540000 	Time(s): 1353667.259236
    -- MCMC Step: 03550000 	Time(s): 1357671.014214
    -- MCMC Step: 03560000 	Time(s): 1361500.953897
    -- MCMC Step: 03570000 	Time(s): 1365266.832357
    -- MCMC Step: 03580000 	Time(s): 1368983.490561
    -- MCMC Step: 03590000 	Time(s): 1372644.812654
    -- MCMC Step: 03600000 	Time(s): 1376172.904190
    -- MCMC Step: 03610000 	Time(s): 1379505.282455
    -- MCMC Step: 03620000 	Time(s): 1383075.204402
    -- MCMC Step: 03630000 	Time(s): 1386521.827752
    -- MCMC Step: 03640000 	Time(s): 1389996.428149
    -- MCMC Step: 03650000 	Time(s): 1393569.226663
    -- MCMC Step: 03660000 	Time(s): 1397108.788973
    -- MCMC Step: 03670000 	Time(s): 1400599.528927
    -- MCMC Step: 03680000 	Time(s): 1403995.388111
    -- MCMC Step: 03690000 	Time(s): 1407651.282452
    -- MCMC Step: 03700000 	Time(s): 1411483.359071
