Executed on: 2023-09-21 02:33:35.750182
PFP client version: 1.11.0
Model version: v3.0.0
Calculation mode: CRYSTAL_PLUS_D3
Method type: PFVM
****************************************
Examining NCM622 ...
  Importing initial (known) stable/unstable structures ...
    Supercell size: 5 × 4 × 1
    Number of atoms (perfect): 240
    Cell parameters (a, b, c): 2.873440, 2.877225, 14.130600
    Structural parameter range (min, max): 0.000000, 0.500000
    Number of discrete structural parameters: 60
    Structural parameter spacing: 0.008475
  Importing energies and 1-D DOS from previous WL simlation ...
    Energy range (min, max): -1075.388829, -1064.828767
    Number of energy states: 60
    Energy spacing (eV): 0.178984
  Performing multicanonical Monte Carlo (MCMC) sampling ...
    Number of NNP-neighbors: 11400
    Maximum number of Monte Carlo steps: 10000000
    Trial move style: swap
    -- MCMC Step: 01810000 	Time(s): 386028.722434
    -- MCMC Step: 01820000 	Time(s): 387698.886113
    -- MCMC Step: 01830000 	Time(s): 389356.325679
    -- MCMC Step: 01840000 	Time(s): 391036.914128
    -- MCMC Step: 01850000 	Time(s): 392655.970452
    -- MCMC Step: 01860000 	Time(s): 394317.753814
    -- MCMC Step: 01870000 	Time(s): 396007.253073
    -- MCMC Step: 01880000 	Time(s): 397700.131468
    -- MCMC Step: 01890000 	Time(s): 399354.115499
    -- MCMC Step: 01900000 	Time(s): 401006.904979
    -- MCMC Step: 01910000 	Time(s): 402606.963196
    -- MCMC Step: 01920000 	Time(s): 404219.211627
    -- MCMC Step: 01930000 	Time(s): 405838.352773
    -- MCMC Step: 01940000 	Time(s): 407459.328164
    -- MCMC Step: 01950000 	Time(s): 409066.128344
    -- MCMC Step: 01960000 	Time(s): 410654.713017
    -- MCMC Step: 01970000 	Time(s): 412238.666722
    -- MCMC Step: 01980000 	Time(s): 413817.297854
    -- MCMC Step: 01990000 	Time(s): 415398.030200
    -- MCMC Step: 02000000 	Time(s): 417027.153401
    -- MCMC Step: 02010000 	Time(s): 418651.032499
    -- MCMC Step: 02020000 	Time(s): 420298.370223
    -- MCMC Step: 02030000 	Time(s): 421943.292864
    -- MCMC Step: 02040000 	Time(s): 423602.887401
    -- MCMC Step: 02050000 	Time(s): 425296.189826
    -- MCMC Step: 02060000 	Time(s): 427118.481004
    -- MCMC Step: 02070000 	Time(s): 429059.966727
    -- MCMC Step: 02080000 	Time(s): 431210.980786
    -- MCMC Step: 02090000 	Time(s): 433223.667606
    -- MCMC Step: 02100000 	Time(s): 435184.873831
    -- MCMC Step: 02110000 	Time(s): 437150.603218
    -- MCMC Step: 02120000 	Time(s): 440097.986456
    -- MCMC Step: 02130000 	Time(s): 443166.955958
    -- MCMC Step: 02140000 	Time(s): 446277.497640
    -- MCMC Step: 02150000 	Time(s): 449648.047188
    -- MCMC Step: 02160000 	Time(s): 452929.133721
    -- MCMC Step: 02170000 	Time(s): 455998.016741
    -- MCMC Step: 02180000 	Time(s): 459014.631561
    -- MCMC Step: 02190000 	Time(s): 462016.698378
    -- MCMC Step: 02200000 	Time(s): 465055.435317
    -- MCMC Step: 02210000 	Time(s): 468099.406267
    -- MCMC Step: 02220000 	Time(s): 471067.023211
    -- MCMC Step: 02230000 	Time(s): 473994.260777
    -- MCMC Step: 02240000 	Time(s): 476949.540647
    -- MCMC Step: 02250000 	Time(s): 479942.835036
    -- MCMC Step: 02260000 	Time(s): 482940.317647
    -- MCMC Step: 02270000 	Time(s): 485930.601248
